pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
CO	scaffold-ma7	28800001	28900000	0.0007923074515194332	96787	14959	18880297	1489656
CO	scaffold-ma7	28900001	29000000	0.0008227105846088933	97333	8985	10921216	2101182
CO	scaffold-ma7	29000001	29100000	0.0016106744044744028	96804	29939	18587866	1528388
CO	scaffold-ma7	29100001	29200000	0.0014651605832104373	96678	28566	19496839	1448518
CO	scaffold-ma7	29200001	29300000	0.0011450612858121452	96918	17336	15139801	1777338
CO	scaffold-ma7	29300001	29400000	0.0016257464500902322	96813	35869	22063096	1255958
CO	scaffold-ma7	29400001	29500000	0.0018543595496322664	96449	34833	18784383	1490528
CO	scaffold-ma7	29500001	29600000	0.0018080979468786328	97296	37962	20995544	1353112
CO	scaffold-ma7	29600001	29700000	0.0022671262962361224	97098	43216	19062017	1502266
CO	scaffold-ma7	29700001	29800000	0.0019517834843449592	97017	34179	17511676	1600086
CO	scaffold-ma7	29800001	29900000	0.003037680737538165	95921	18366	6046060	2432862
CO	scaffold-ma7	29900001	30000000	0.0017093808340499306	96249	16517	9662563	2166616
CO	scaffold-ma7	30000001	30100000	0.003869384770389116	96416	60280	15578704	1723432
CO	scaffold-ma7	30100001	30200000	0.0016091134510784204	96903	22411	13927545	1854624
CO	scaffold-ma7	30200001	30300000	0.0007557799402015818	96670	7467	9879860	2155124
CO	scaffold-ma7	30300001	30400000	0.0016889628954103277	97275	22126	13100347	1941420
CO	scaffold-ma7	30400001	30500000	0	97426	0	0	2922780
CO	scaffold-ma7	30500001	30600000	0.002849535446427604	94842	37086	13014753	1867514
CO	scaffold-ma7	30600001	30700000	0.001350890271985659	96007	1263	934939	2810508
CO	scaffold-ma7	30700001	30800000	0.001647682144231684	95763	21975	13336917	1868056
CO	scaffold-ma7	30800001	30900000	0.0014891907749061443	96996	14724	9887249	2175166
CO	scaffold-ma7	30900001	31000000	0.0014716512898252428	96331	20344	13823927	1847580
CO	scaffold-ma7	31000001	31100000	0.0016540964763599709	96611	25378	15342515	1758476
CO	scaffold-ma7	31100001	31200000	0.002386838379490954	96415	37084	15536871	1716740
CO	scaffold-ma7	31200001	31300000	0.003474497370246164	96400	46085	13263789	1904646
CO	scaffold-ma7	31300001	31400000	0.0010124916410324996	97104	9463	9346250	2214164
CO	scaffold-ma7	31400001	31500000	0.0015998438955792335	96521	15545	9716573	2163804
CO	scaffold-ma7	31500001	31600000	0.0014756072934114031	97081	34044	23071179	1195480
CO	scaffold-ma7	31600001	31700000	0.0019940615239566867	97043	14234	7138195	2370228
CO	scaffold-ma7	31700001	31800000	0.002965592103694625	96550	35699	12037731	1998446
CO	scaffold-ma7	31800001	31900000	0.0019318696685778213	96590	34537	17877500	1568332
CO	scaffold-ma7	31900001	32000000	0.0012267345958509991	96497	21614	17619133	1593692
CO	scaffold-ma7	32000001	32100000	0.0012175241084309385	96752	23704	19469019	1459906
CO	scaffold-ma7	32100001	32200000	0.0010704684346143714	97110	21476	20062245	1435826
CO	scaffold-ma7	32200001	32300000	0.0008753269218996485	96675	16672	19046598	1496694
CO	scaffold-ma7	32300001	32400000	0.0011828615269128646	97130	27166	22966340	1215340
CO	scaffold-ma7	32400001	32500000	0.0012509181152584206	97422	28074	22442716	1266908
CO	scaffold-ma7	32500001	32600000	0.0010468397875297226	96393	18964	18115475	1546088
CO	scaffold-ma7	32600001	32700000	0.0006624142057747987	97178	11378	17176564	1645996
CO	scaffold-ma7	32700001	32800000	0.0008926844094297078	97129	13123	14700604	1819286
CO	scaffold-ma7	32800001	32900000	0.0009309731129535465	96952	22702	24385237	1097510
CO	scaffold-ma7	32900001	33000000	0.0016931122132383184	96584	31978	18887112	1500368
CO	scaffold-ma7	33000001	33100000	0.0022405497868708676	96370	36533	16305373	1679146
CO	scaffold-ma7	33100001	33200000	0.0013908021489461775	97072	30324	21803245	1300630
CO	scaffold-ma7	33200001	33300000	0.0016378108557809057	95894	32778	20013300	1406596
CO	scaffold-ma7	33300001	33400000	0.0025278762709795735	96334	16155	6390740	2403980
CO	scaffold-ma7	33400001	33500000	0.0009441833064998674	96461	9796	10375104	2116118
CO	scaffold-ma7	33500001	33600000	0.0006602828570030578	97441	2456	3719618	2646514
CO	scaffold-ma7	33600001	33700000	0.001584526796177258	96564	23372	14750145	1793974
CO	scaffold-ma7	33700001	33800000	0.00106236747197979	96916	1487	1399704	2798768
CO	scaffold-ma7	33800001	33900000	0.0017687538048395085	96762	27160	15355444	1764692
CO	scaffold-ma7	33900001	34000000	0.0024642705564920492	96688	47704	19358264	1464632
CO	scaffold-ma7	34000001	34100000	0.0020438945397714806	96761	45288	22157699	1274184
CO	scaffold-ma7	34100001	34200000	0.0014040670230179375	96423	24807	17667960	1582442
CO	scaffold-ma7	34200001	34300000	0.0010553689179871998	95982	18229	17272633	1592090
CO	scaffold-ma7	34300001	34400000	0.0012076875995805025	96693	23828	19730268	1446110
CO	scaffold-ma7	34400001	34500000	0.0009705834799856803	96943	21329	21975441	1286264
CO	scaffold-ma7	34500001	34600000	0.0007248192458439883	96620	14033	19360689	1463102
CO	scaffold-ma7	34600001	34700000	0.0008018132940100107	96637	17391	21689588	1290566
CO	scaffold-ma7	34700001	34800000	0.0012074835722025617	96004	28799	23850428	1101296
CO	scaffold-ma7	34800001	34900000	0.0008567132280024881	96684	14138	16502605	1676902
CO	scaffold-ma7	34900001	35000000	0.0012993830190141035	96330	26885	20690589	1360426
CO	scaffold-ma7	35000001	35100000	0.0012570013177437029	96142	21977	17483673	1585546
CO	scaffold-ma7	35100001	35200000	0.0018978041787357377	96634	40547	21365218	1317088
CO	scaffold-ma7	35200001	35300000	0.0013568168849811967	96710	25928	19109432	1490196
CO	scaffold-ma7	35300001	35400000	0.000909164572068833	97246	6777	7454096	2357388
CO	scaffold-ma7	35400001	35500000	0.0035711988220494054	96890	51961	14550016	1817796
CO	scaffold-ma7	35500001	35600000	0.0018060258318562752	96062	15339	8493234	2248648
CO	scaffold-ma7	35600001	35700000	0.0030877720343593924	96168	26872	8702715	2235034
CO	scaffold-ma7	35700001	35800000	0.002619725708080141	96565	57973	22129416	1250190
CO	scaffold-ma7	35800001	35900000	0.0014847408841920221	96534	24595	16565180	1660796
CO	scaffold-ma7	35900001	36000000	0.0011038491444515502	97141	4222	3824798	2638074
CO	scaffold-ma7	36000001	36100000	0.0007687475159300999	96852	2998	3899850	2618004
CO	scaffold-ma7	36100001	36200000	0.0019582398241228755	97061	14722	7517976	2361670
CO	scaffold-ma7	36200001	36300000	0.002310544742059029	96556	34618	14982614	1779628
CO	scaffold-ma7	36300001	36400000	0.0017774611565144311	96440	13079	7358248	2338936
CO	scaffold-ma7	36400001	36500000	0.0011369714568509057	96557	8188	7201588	2348614
CO	scaffold-ma7	36500001	36600000	0.0015413805009728272	96794	20093	13035717	1942186
CO	scaffold-ma7	36600001	36700000	0.0008536443585821714	97153	14575	17073855	1660648
CO	scaffold-ma7	36700001	36800000	0.0012375692910933413	96989	15437	12473645	1979348
CO	scaffold-ma7	36800001	36900000	0.001176675247010536	97284	11668	9916075	2171746
CO	scaffold-ma7	36900001	37000000	0.0010743636694986593	97419	8047	7490015	2367604
CO	scaffold-ma7	37000001	37100000	0.0014447530506935	96807	25749	17822423	1575396
CO	scaffold-ma7	37100001	37200000	0.002553228418374994	96760	33422	13090094	1933044
CO	scaffold-ma7	37200001	37300000	0.0010165493827430762	97614	7894	7765486	2346488
CO	scaffold-ma7	37300001	37400000	0.001221660409256237	96881	13464	11021066	2085202
CO	scaffold-ma7	37400001	37500000	0.0014713450288826647	96705	28914	19651407	1427488
CO	scaffold-ma7	37500001	37600000	0.001438026574731101	96887	17975	12499769	1982392
CO	scaffold-ma7	37600001	37700000	0.001711925332538077	96489	24661	14405418	1820658
CO	scaffold-ma7	37700001	37800000	0.0007945981259246908	97185	18023	22681906	1232042
CO	scaffold-ma7	37800001	37900000	0.0008876311672789271	97797	14645	16498970	1703130
CO	scaffold-ma7	37900001	38000000	0.0010883412952203118	97664	24270	22299990	1294516
CO	scaffold-ma7	38000001	38100000	0.0008716566549578169	97341	16443	18864079	1517784
CO	scaffold-ma7	38100001	38200000	0.0007122957275657601	97151	16849	23654501	1161832
CO	scaffold-ma7	38200001	38300000	0.0017928010708896669	97227	31957	17825179	1591060
CO	scaffold-ma7	38300001	38400000	0.001201524145819603	96570	22455	18688763	1513366
CO	scaffold-ma7	38400001	38500000	0.0008988873625845546	97010	17770	19768884	1452348
CO	scaffold-ma7	38500001	38600000	0.0009175522926091821	97252	16669	18166812	1567944
CO	scaffold-ma7	38600001	38700000	0.0013699178681548891	97841	20800	15183392	1797470
CO	scaffold-ma7	38700001	38800000	0.0008348749411709739	96855	14188	16994162	1660350
CO	scaffold-ma7	38800001	38900000	0.000739787414611407	97445	12277	16595308	1692398
CO	scaffold-ma7	38900001	39000000	0.0023646313582965	96803	30178	12762243	1940540
CO	scaffold-ma7	39000001	39100000	0.001732577897806987	96327	23055	13306761	1895872
CO	scaffold-ma7	39100001	39200000	0.001869200236666762	96469	31848	17038303	1624592
CO	scaffold-ma7	39200001	39300000	0.0025503818416467154	96392	41875	16419110	1675484
CO	scaffold-ma7	39300001	39400000	0.0019612662851057954	97043	39400	20089062	1435542
CO	scaffold-ma7	39400001	39500000	0.001011805944457767	97155	14219	14053090	1877038
CO	scaffold-ma7	39500001	39600000	0.0009491522895268784	97044	17306	18233112	1554376
CO	scaffold-ma7	39600001	39700000	0.0010337993567503347	97139	21090	20400477	1403128
CO	scaffold-ma7	39700001	39800000	0.0013677682525817592	96461	22990	16808403	1642104
CO	scaffold-ma7	39800001	39900000	0.001997925079165825	96273	28725	14377416	1831342
CO	scaffold-ma7	39900001	40000000	0.0008622304774299085	97799	13268	15387997	1789840
CO	scaffold-ma7	40000001	40100000	0.0008794649192725187	97156	10033	11408073	2058990
CO	scaffold-ma7	40100001	40200000	0.0010025811022310329	97185	19716	19665242	1463834
CO	scaffold-ma7	40200001	40300000	0.0006749198611345965	97528	13403	19858654	1457404
CO	scaffold-ma7	40300001	40400000	0.0013117478976476787	96637	15310	11671450	2030850
CO	scaffold-ma7	40400001	40500000	0.00176534205729996	96908	16741	9483148	2199336
CO	scaffold-ma7	40500001	40600000	0.000538314753439791	97323	134	248925	2901712
CO	scaffold-ma7	40600001	40700000	0.0013098368013989652	97365	22435	17128088	1657094
CO	scaffold-ma7	40700001	40800000	0.0015214063023338221	96066	28676	18848351	1499574
CO	scaffold-ma7	40800001	40900000	0.0009895464834853457	97105	9719	9821671	2184944
CO	scaffold-ma7	40900001	41000000	0.0007665903000384166	96845	12322	16073775	1710632
CO	scaffold-ma7	41000001	41100000	0.0006551105970032196	97028	8921	13617548	1910840
CO	scaffold-ma7	41100001	41200000	0.0011079335354537956	96754	14301	12907814	1947728
CO	scaffold-ma7	41200001	41300000	0.0009171327957167014	97032	7822	8528754	2283612
CO	scaffold-ma7	41300001	41400000	0.001324070682767332	96815	18578	14030973	1867736
CO	scaffold-ma7	41400001	41500000	0.0012242531539669466	96878	20282	16566835	1676606
CO	scaffold-ma7	41500001	41600000	0.0011375799731668617	97718	22141	19463247	1484886
CO	scaffold-ma7	41600001	41700000	0.000964216595952464	96459	19340	20057734	1428854
CO	scaffold-ma7	41700001	41800000	0.000770524825601498	97101	8506	11039229	2089428
CO	scaffold-ma7	41800001	41900000	0.00048529733086468026	96858	3587	7391345	2360490
CO	scaffold-ma7	41900001	42000000	0.008846946055105479	92695	70153	7929629	2185728
CO	scaffold-ma7	42000001	42100000	0.0017985667671074612	96849	19584	10888670	2109914
CO	scaffold-ma7	42100001	42200000	0.0009345228937364839	97466	13515	14461925	1858970
CO	scaffold-ma7	42200001	42300000	0.000801111434106733	96762	11682	14582241	1816450
CO	scaffold-ma7	42300001	42400000	0.0008044098058358473	97255	9515	11828548	2041570
CO	scaffold-ma7	42400001	42500000	0.0006223218302182164	98018	7274	11688486	2082400
CO	scaffold-ma7	42500001	42600000	0.000811635716196205	96720	8530	10509641	2119862
CO	scaffold-ma7	42600001	42700000	0.0009897921443629961	97394	13876	14019105	1881418
CO	scaffold-ma7	42700001	42800000	0.0018160530325223325	96900	22714	12507344	1984168
CO	scaffold-ma7	42800001	42900000	0.0022713291920030522	96857	12251	5393758	2506930
CO	scaffold-ma7	42900001	43000000	0.0015897350272966915	97146	18852	11858580	2034772
CO	scaffold-ma7	43000001	43100000	0.0017814241145745514	97603	19123	10734670	2135766
CO	scaffold-ma7	43100001	43200000	0.0006870935600349011	97523	7633	11109113	2094096
CO	scaffold-ma7	43200001	43300000	0.0019720159698424907	97065	17306	8775791	2271232
CO	scaffold-ma7	43300001	43400000	0.0023121275619858764	97165	8857	3830671	2637488
CO	scaffold-ma7	43400001	43500000	0.0010818648357237364	97399	8315	7685803	2362692
CO	scaffold-ma7	43500001	43600000	0.0006928073666528593	97281	3601	5197693	2525524
CO	scaffold-ma7	43600001	43700000	0.001921218460566167	97583	6469	3367134	2681766
CO	scaffold-ma7	43700001	43800000	0.000680512067966354	97251	3625	5326871	2523908
CO	scaffold-ma7	43800001	43900000	0.0010744214014303444	97672	4199	3908150	2639364
CO	scaffold-ma7	43900001	44000000	0.0006124080358655079	97702	3793	6193583	2471206
CO	scaffold-ma7	44000001	44100000	0.0009221692353624422	97398	12148	13173287	1947942
CO	scaffold-ma7	44100001	44200000	0.000904449826163948	97416	4321	4777490	2575492
CO	scaffold-ma7	44200001	44300000	0.002170599931939	97888	19958	9194693	2266886
CO	scaffold-ma7	44300001	44400000	0.000939696355181254	97536	7998	8511260	2296456
CO	scaffold-ma7	44400001	44500000	0.0007895725141080767	97262	3818	4835528	2557556
CO	scaffold-ma7	44500001	44600000	0.00044467668667664217	97688	3118	7011836	2412696
CO	scaffold-ma7	44600001	44700000	0.0010006757869083765	97724	6656	6651505	2442222
CO	scaffold-ma7	44700001	44800000	0.0032045587453353153	97323	9902	3089973	2689336
CO	scaffold-ma7	44800001	44900000	0.0022248519112556533	96666	17141	7704333	2332306
CO	scaffold-ma7	44900001	45000000	0.00313527007422113	96729	18108	5775579	2473544
CO	scaffold-ma7	45000001	45100000	0.0010504182119856543	97535	7333	6981029	2417664
CO	scaffold-ma7	45100001	45200000	0.001092529965914805	97360	7535	6896836	2414376
CO	scaffold-ma7	45200001	45300000	0.00043992820898743095	97509	3739	8499114	2305946
CO	scaffold-ma7	45300001	45400000	0.0029206719734257325	97334	25354	8680879	2286702
CO	scaffold-ma7	45400001	45500000	0.0003698839969954616	97366	3547	9589493	2217050
CO	scaffold-ma7	45500001	45600000	0.0015926039345086252	97553	14411	9048703	2255040
CO	scaffold-ma7	45600001	45700000	0.0005663299372958561	97678	2916	5148942	2544976
CO	scaffold-ma7	45700001	45800000	0.00178015605679444	97550	9853	5534908	2516620
CO	scaffold-ma7	45800001	45900000	0.0005975808167590032	97544	2199	3679837	2659006
CO	scaffold-ma7	45900001	46000000	0.0011580800505138096	96674	9816	8476098	2279080
CO	scaffold-ma7	46000001	46100000	0.0021717208966777752	97001	10512	4840401	2555964
CO	scaffold-ma7	46100001	46200000	0.00047854837150601825	97833	703	1469026	2825506
CO	scaffold-ma7	46200001	46300000	0.002589859893059852	97443	5434	2098183	2768116
CO	scaffold-ma7	46300001	46400000	0.0010051497104855336	97484	7695	7655576	2364424
CO	scaffold-ma7	46400001	46500000	0.0007018717548368535	97559	4591	6541081	2440656
CO	scaffold-ma7	46500001	46600000	0.0015278108011253161	97242	9375	6136231	2460974
CO	scaffold-ma7	46600001	46700000	0.001295831647464734	97333	11709	9035896	2258014
CO	scaffold-ma7	46700001	46800000	0.0013712172937957409	97397	11881	8664564	2296166
CO	scaffold-ma7	46800001	46900000	0.0011782233653845904	97308	4518	3834587	2637610
CO	scaffold-ma7	46900001	47000000	0.00141135195941955	97801	7608	5390576	2536510
CO	scaffold-ma7	47000001	47100000	0.0009688788454595684	96981	6830	7049385	2391252
CO	scaffold-ma7	47100001	47200000	0.0018630322341708846	96816	9583	5143765	2533326
CO	scaffold-ma7	47200001	47300000	0.0008226326617659422	97664	6380	7755588	2360896
CO	scaffold-ma7	47300001	47400000	0.0010189763069103702	97249	8624	8463396	2298790
CO	scaffold-ma7	47400001	47500000	0.0011506236344197662	97453	9615	8356338	2314754
CO	scaffold-ma7	47500001	47600000	0.000671097928848275	97249	2974	4431544	2593118
CO	scaffold-ma7	47600001	47700000	0.0033366339016192986	97310	18719	5610145	2506986
CO	scaffold-ma7	47700001	47800000	0.0007389197809558348	97460	4234	5729986	2492644
CO	scaffold-ma7	47800001	47900000	0.0033399727996521952	96071	30914	9255764	2183546
CO	scaffold-ma7	47900001	48000000	0.0017093325719542637	96813	9974	5835026	2482498
CO	scaffold-ma7	48000001	48100000	0.0013090563528591872	97224	7367	5627718	2500420
CO	scaffold-ma7	48100001	48200000	0.003471035407329552	96936	22067	6357469	2445974
CO	scaffold-ma7	48200001	48300000	0.0009238089763504639	97319	7023	7602221	2360040
CO	scaffold-ma7	48300001	48400000	0.005855941344078992	96418	27184	4642123	2556198
CO	scaffold-ma7	48400001	48500000	0.0015039425283604544	97295	15758	10477794	2150342
CO	scaffold-ma7	48500001	48600000	0.00133154076226198	97635	10332	7759432	2359930
CO	scaffold-ma7	48600001	48700000	0.00040585582164996264	97358	2838	6992631	2406478
CO	scaffold-ma7	48700001	48800000	0.003125333144840948	97806	21577	6903904	2420124
CO	scaffold-ma7	48800001	48900000	0.0010383941564326346	97484	6719	6470568	2445800
CO	scaffold-ma7	48900001	49000000	0.0023293740375792587	97346	16133	6925895	2411310
CO	scaffold-ma7	49000001	49100000	0.0008195228736441126	97646	8263	10082696	2179988
CO	scaffold-ma7	49100001	49200000	0.0006745307459983289	97248	4046	5998244	2469328
CO	scaffold-ma7	49200001	49300000	0.003016532373314855	97042	18005	5968774	2478080
CO	scaffold-ma7	49300001	49400000	0.0020044869832797647	97148	20858	10405655	2154658
CO	scaffold-ma7	49400001	49500000	0.0013032560228379761	96566	14527	11146697	2076874
CO	scaffold-ma7	49500001	49600000	0.0012483364009627637	97337	8817	7063000	2401998
CO	scaffold-ma7	49600001	49700000	0.0015004458526998385	95933	15176	10114327	2126568
CO	scaffold-ma7	49700001	49800000	0.0008029004203541696	96984	8915	11103494	2080012
CO	scaffold-ma7	49800001	49900000	0.0009254948249669388	97007	10585	11437125	2062320
CO	scaffold-ma7	49900001	50000000	0.0013407639770953589	97528	11624	8669684	2289856
CO	scaffold-ma7	50000001	50100000	0.0007847821836026181	97650	11121	14170811	1881390
CO	scaffold-ma7	50100001	50200000	0.0012131178672892744	96816	16660	13733208	1896176
CO	scaffold-ma7	50200001	50300000	0.0010109539020318513	96466	7798	7713507	2324702
CO	scaffold-ma7	50300001	50400000	0.0007957675800193918	96741	14306	17977611	1560928
CO	scaffold-ma7	50400001	50500000	0.00215992878207285	96116	44231	20477990	1354556
CO	scaffold-ma7	50500001	50600000	0.0012184215809527285	96314	22698	18629020	1508628
CO	scaffold-ma7	50600001	50700000	0.0012241929612359184	96667	22326	18237321	1535736
CO	scaffold-ma7	50700001	50800000	0.0011503268808598379	96377	19455	16912584	1640958
CO	scaffold-ma7	50800001	50900000	0.001825907763417639	96155	24440	13385123	1878444
CO	scaffold-ma7	50900001	51000000	0.0023852931830970546	95491	47909	20085162	1347158
CO	scaffold-ma7	51000001	51100000	0.0019123719430126972	96540	41819	21867608	1262392
CO	scaffold-ma7	51100001	51200000	0.0014128014496386796	96209	30613	21668296	1280102
CO	scaffold-ma7	51200001	51300000	0.0010723941846007999	96494	21088	19664411	1440086
CO	scaffold-ma7	51300001	51400000	0.0035908060766937787	96032	56282	15673918	1708988
CO	scaffold-ma7	51400001	51500000	0.004543182950906464	96072	67209	14793373	1776126
CO	scaffold-ma7	51500001	51600000	0.0027495121637609444	96908	23800	8656081	2251486
CO	scaffold-ma7	51600001	51700000	0.0018409231650846174	96437	31868	17310880	1605678
CO	scaffold-ma7	51700001	51800000	0.002816135602114392	96524	51949	18446910	1513916
CO	scaffold-ma7	51800001	51900000	0.0029925257274940266	96503	55033	18390151	1529100
CO	scaffold-ma7	51900001	52000000	0.0027235978113767678	96416	47960	17609061	1573886
CO	scaffold-ma7	52000001	52100000	0.009617551953040048	95823	109188	11352993	2031032
CO	scaffold-ma7	52100001	52200000	0.002833325886822196	96396	39571	13966272	1858664
CO	scaffold-ma7	52200001	52300000	0.003168031016919059	96138	67392	21272519	1309494
CO	scaffold-ma7	52300001	52400000	0.0018268513098449526	96025	26777	14657460	1790894
CO	scaffold-ma7	52400001	52500000	0.002630411483555133	96585	49918	18977259	1501584
CO	scaffold-ma7	52500001	52600000	0.0015274784448339198	95553	31084	20349878	1347314
CO	scaffold-ma7	52600001	52700000	0.0015988818362043275	96373	28381	17750530	1568026
CO	scaffold-ma7	52700001	52800000	0.0018983830859384725	96479	39198	20648098	1366062
CO	scaffold-ma7	52800001	52900000	0.002826850797274438	96079	50794	17968405	1547032
CO	scaffold-ma7	52900001	53000000	0.0021248997775041617	96325	30793	14491507	1819496
CO	scaffold-ma7	53000001	53100000	0.005236952324388445	96237	39009	7448798	2321218
CO	scaffold-ma7	53100001	53200000	0.003389408187721552	96506	60451	17835267	1575694
CO	scaffold-ma7	53200001	53300000	0.002170910873682494	95703	45454	20937755	1307052
CO	scaffold-ma7	53300001	53400000	0.003353718262113843	95836	44100	13149584	1895936
CO	scaffold-ma7	53400001	53500000	0.002456030885785074	96350	35198	14331253	1817130
CO	scaffold-ma7	53500001	53600000	0.0033532125887462062	95652	67990	20276078	1349572
CO	scaffold-ma7	53600001	53700000	0.0028548902197732835	95419	50973	17854627	1538036
CO	scaffold-ma7	53700001	53800000	0.0028258209184907263	95618	57843	20469450	1346792
CO	scaffold-ma7	53800001	53900000	0.0032767505452195264	95372	66640	20337221	1351630
CO	scaffold-ma7	53900001	54000000	0.003345786729247161	95456	55387	16554253	1616742
CO	scaffold-ma7	54000001	54100000	0.004685621825782981	95159	79213	16905547	1584804
CO	scaffold-ma7	54100001	54200000	0.004484166451472799	95269	85817	19137782	1426410
CO	scaffold-ma7	54200001	54300000	0.003485485720234198	95883	59599	17099195	1596156
CO	scaffold-ma7	54300001	54400000	0.002380479095411437	96504	43902	18442506	1514620
CO	scaffold-ma7	54400001	54500000	0.002464801952318378	95908	44642	18111800	1516496
CO	scaffold-ma7	54500001	54600000	0.00339754233315835	95772	61401	18072181	1516558
CO	scaffold-ma7	54600001	54700000	0.0038106128098026122	94702	60066	15762819	1657294
CO	scaffold-ma7	54700001	54800000	0.004037949763709408	95665	56707	14043513	1819828
CO	scaffold-ma7	54800001	54900000	0.0031258926934260647	96306	67713	21661972	1278084
CO	scaffold-ma7	54900001	55000000	0.002999635649234444	95929	49010	16338651	1646008
CO	scaffold-ma7	55000001	55100000	0.00393303373577938	94957	74723	18998820	1429230
CO	scaffold-ma7	55100001	55200000	0.004116931602984891	95208	53332	12954308	1873296
CO	scaffold-ma7	55200001	55300000	0.005551676505708094	93761	65342	11769778	1926946
CO	scaffold-ma7	55300001	55400000	0.005140250779896147	94008	26779	5209668	2428000
CO	scaffold-ma7	55400001	55500000	0.004737218808865098	94589	31710	6693801	2338516
CO	scaffold-ma7	55500001	55600000	0.003919096668885016	94069	36788	9386857	2113588
CO	scaffold-ma7	55600001	55700000	0.004468715638158071	93432	21328	4772736	2436616
CO	scaffold-ma7	55700001	55800000	0.005380147982916235	95518	39633	7366526	2313352
CO	scaffold-ma7	55800001	55900000	0.0032551975686063864	95211	29137	8950916	2183962
CO	scaffold-ma7	55900001	56000000	0.004736873456497772	94998	24254	5120255	2454598
CO	scaffold-ma7	56000001	56100000	0.00393753807025953	94904	58243	14791730	1739644
CO	scaffold-ma7	56100001	56200000	0.004854290547089065	95035	70647	14553517	1755880
CO	scaffold-ma7	56200001	56300000	0.0033006067139459386	94522	20079	6083427	2378366
CO	scaffold-ma7	56300001	56400000	0.0036996294452331297	95105	50010	13517570	1838154
CO	scaffold-ma7	56400001	56500000	0.005680982516555659	94471	92818	16338371	1605836
CO	scaffold-ma7	56500001	56600000	0.0037953802150228655	95111	54576	14379587	1752788
CO	scaffold-ma7	56600001	56700000	0.005808443841780666	95298	99061	17054654	1575728
CO	scaffold-ma7	56700001	56800000	0.005292229549062433	93977	42702	8068811	2212864
CO	scaffold-ma7	56800001	56900000	0.006106917558073478	94998	64811	10612719	2024870
CO	scaffold-ma7	56900001	57000000	0.0059024775732603	95411	66856	11326769	2008624
CO	scaffold-ma7	57000001	57100000	0.007238941711088285	94306	90751	12536501	1874706
CO	scaffold-ma7	57100001	57200000	0.005029282170763793	93438	50770	10094880	2029172
CO	scaffold-ma7	57200001	57300000	0.005027419081989399	93733	8559	1702464	2685766
CO	scaffold-ma7	57300001	57400000	0.005455245177812856	92860	54248	9944191	2026066
CO	scaffold-ma7	57400001	57500000	0.0045048037037385006	93620	41235	9153562	2109004
CO	scaffold-ma7	57500001	57600000	0.004100012639222619	94924	46647	11377282	1971524
CO	scaffold-ma7	57600001	57700000	0.005327568520502521	93941	34620	6498274	2321898
CO	scaffold-ma7	57700001	57800000	0.006025485445722015	94654	95249	15807689	1641746
CO	scaffold-ma7	57800001	57900000	0.0065478745969524445	93086	25699	3924785	2501698
CO	scaffold-ma7	57900001	58000000	0.005352962621590494	93801	71022	13267793	1824396
CO	scaffold-ma7	58000001	58100000	0.0046473161162707294	95665	76832	16532553	1624412
CO	scaffold-ma7	58100001	58200000	0.004108890906019847	95685	62056	15102859	1741056
CO	scaffold-ma7	58200001	58300000	0.004646862670970618	94782	65195	14029896	1790684
CO	scaffold-ma7	58300001	58400000	0.005788334633415248	94989	76980	13299162	1856978
CO	scaffold-ma7	58400001	58500000	0.005881552248392161	95973	77215	13128337	1900132
CO	scaffold-ma7	58500001	58600000	0.003546338037307842	94097	52305	14749017	1711820
CO	scaffold-ma7	58600001	58700000	0.004194625082602777	94433	58347	13909944	1791966
CO	scaffold-ma7	58700001	58800000	0.005750461222445525	95036	72563	12618640	1911488
CO	scaffold-ma7	58800001	58900000	0.004803396772725879	93638	64981	13528135	1804518
CO	scaffold-ma7	58900001	59000000	0.004956611686075728	95389	73473	14823231	1755080
CO	scaffold-ma7	59000001	59100000	0.0035173140334811112	95546	55166	15684127	1700262
CO	scaffold-ma7	59100001	59200000	0.0033613988208713954	95003	51204	15232944	1709194
CO	scaffold-ma7	59200001	59300000	0.004191525166479856	94185	63131	15061582	1699338
CO	scaffold-ma7	59300001	59400000	0.0059606821483860735	94507	89158	14957684	1720146
CO	scaffold-ma7	59400001	59500000	0.005453591093268904	93760	79430	14564715	1708010
CO	scaffold-ma7	59500001	59600000	0.004577187468178077	94877	64637	14121554	1793570
CO	scaffold-ma7	59600001	59700000	0.00483845478205259	95231	70142	14496777	1759216
CO	scaffold-ma7	59700001	59800000	0.004955424705180651	94156	71401	14408654	1742100
CO	scaffold-ma7	59800001	59900000	0.00520039445903791	95010	78221	15041359	1727454
CO	scaffold-ma7	59900001	60000000	0.00570112229827536	95424	82307	14436982	1784140
CO	scaffold-ma7	60000001	60100000	0.004138655344236218	94195	56761	13714841	1794776
CO	scaffold-ma7	60100001	60200000	0.0048107130288647165	93324	65862	13690694	1764092
CO	scaffold-ma7	60200001	60300000	0.004821582790914193	93096	76542	15874870	1606084
CO	scaffold-ma7	60300001	60400000	0.006165598802900954	93636	81031	13142438	1806428
CO	scaffold-ma7	60400001	60500000	0.004061097208336622	93839	55833	13748255	1787956
CO	scaffold-ma7	60500001	60600000	0.005482091827230844	94313	89379	16303813	1609476
CO	scaffold-ma7	60600001	60700000	0.003513141716091948	94297	46658	13280990	1830282
CO	scaffold-ma7	60700001	60800000	0.004596580997591847	95260	64600	14053924	1813664
